483,Head Loss Coefficient,mN-s/mm³,1
484,Head Loss Coefficient,N-s/dm³,1
485,Head Loss Coefficient,N-s/m³,1
486,Head Loss Coefficient,µN-ms/µm³,1
487,Heat Flow Rate,BTU/h,2
488,Heat Flow Rate,BTU/min,2
489,Heat Flow Rate,BTU/s,2
490,Heat Flow Rate,hp,2
491,Heat Flow Rate,kW,1
492,Heat Flow Rate,lbf-ft/s,2
493,Heat Flow Rate,lbf-in/s,2
494,Heat Flow Rate,mW,1
495,Heat Flow Rate,µW,1
496,Heat Flow Rate,nW,1
497,Heat Flow Rate,W,1
498,Heat Flux,BTU/(s-in²),2
499,Heat Flux,BTU/(h-ft²),2
500,Heat Flux,BTU/(h-in²),2
501,Heat Flux,BTU/(s-ft²),2
502,Heat Flux,lbf-in/(s-in²),2
503,Heat Flux,µW/mm²,1
504,Heat Flux,mW/mm²,1
505,Heat Flux,nW/µm²,1
506,Heat Flux,W/mm²,1
507,Heat Flux,W/cm²,1
508,Heat Flux,W/dm²,1
509,Heat Flux,W/in²,2
510,Heat Flux,W/m²,1
511,Heat Generation,BTU/(h-ft³),2
512,Heat Generation,BTU/(h-in³),2
513,Heat Generation,BTU/(s-in³),2
514,Heat Generation,lbf-in/(s-in³),2
515,Heat Generation,nW/µm³,1
516,Heat Generation,µW/mm³,1
517,Heat Generation,W/dm³,1
518,Heat Generation,W/m³,1
519,Heat Generation,W/mm³,1
520,Illuminance,lm/ft²,2
521,Illuminance,lm/in²,2
522,Illuminance,lm/µm²,1
523,Illuminance,lx,1
524,Illuminance,Mlx,1
525,Inductance,H,1
526,Inductance,lbf-in/Å²,2
527,Inductance,mH,1
528,Inductance,nH,1
529,Inductance,µH,1
530,Jerk,dm/s³,1
531,Jerk,ft/s³,2
532,Jerk,in/s³,2
533,Jerk,mm/s³,1
534,Jerk,m/s³,1
535,Jerk,µm/ms³,1
536,Latent Heat per Mass,BTU/lbm,2
537,Latent Heat per Mass,BTU-in/(lbf-s²),2
538,Latent Heat per Mass,cal/g,1
539,Latent Heat per Mass,J/kg,1
540,Latent Heat per Mass,kJ/kg,1
541,Latent Heat per Mass,lbf-in/lbm,2
542,Latent Heat per Mass,lbf-in-in/(lbf-s²),2
543,Latent Heat per Mass,mJ/Mg,1
544,Latent Heat per Mass,pJ/mg,1
545,Latent Heat per Mass,µJ/kg,1
546,Length,Å,1
547,Length,Bc,2
548,Length,ch,2
549,Length,Ch (Fr),1
550,Length,cm,1
551,Length,dam,1
552,Length,dm,1
553,Length,fm,1
554,Length,ft,2
555,Length,fur,2
556,Length,ga,2
557,Length,hh,2
558,Length,hm,1
559,Length,in,2
560,Length,km,1
561,Length,m,1
562,Length,mi,2
563,Length,µm,1
564,Length,mil,2
565,Length,mm,1
566,Length,nm,1
567,Length Per Revolution,ipr,2
568,Length Per Revolution,mmpr,1
569,Length,pm,2
570,Length,th,2
571,Length,yd,2
572,Length Per Angle,cm/°,1
573,Length Per Angle,cm/rad,1
574,Length Per Angle,cm/rev,1
575,Length Per Angle,dm/°,1
576,Length Per Angle,dm/rad,1
577,Length Per Angle,dm/rev,1
578,Length Per Angle,ft/°,2
579,Length Per Angle,ft/rad,2
580,Length Per Angle,ft/rev,2
581,Length Per Angle,in/°,2
582,Length Per Angle,in/rad,2
583,Length Per Angle,in/rev,2
584,Length Per Angle,mm/°,1
585,Length Per Angle,mm/rev,1
586,Length Per Angle,mm/rad,1
587,Length Per Angle,m/°,1
588,Length Per Angle,m/rad,1
589,Length Per Angle,m/rev,1
590,Length Per Angle,µm/°,1
591,Length Per Angle,µm/rad,1
592,Length Per Unit Pressure,dm³/N,1
593,Length Per Unit Pressure,ft³/lbf,2
594,Length Per Unit Pressure,in³/lbf,2
595,Length Per Unit Pressure,m³/mN,1
596,Length Per Unit Pressure,m³/N,1
597,Length Per Unit Pressure,mm³/mN,1
598,Length Per Unit Pressure,mm³/N,1
599,Length Per Unit Pressure,µm³/µN,1
600,LineicResolution,dpi,1
601,LineicResolution,dpi,2
602,Luminance,cd/dm²,1
603,Luminance,cd/ft²,2
604,Luminance,cd/in²,2
605,Luminance,cd/mm²,1
606,Luminance,cd/m²,1
607,Luminance,cd/µm²,1
608,LuminousFlux,cd-deg²,2
609,LuminousFlux,klm,1
610,LuminousFlux,lm,1
611,LuminousFlux,mlm,1
612,LuminousIntensity,cd,1
613,LuminousIntensity,kcd,1
614,LuminousIntensity,mcd,1
615,LuminousIntensity,cd,2
616,LuminousIntensity,kcd,2
617,LuminousIntensity,mcd,2
618,Magnetic Conductivity,lbf/(s-Å²),2
619,Magnetic Conductivity,m?/µm,1
620,Magnetic Conductivity,?/dm,1
621,Magnetic Conductivity,?/m,1
622,Magnetic Conductivity,µ?/mm,1
623,Magnetic Field Strength,A/dm,1
624,Magnetic Field Strength,A/in,2
625,Magnetic Field Strength,A/m,1
626,Magnetic Field Strength,A/mm,1
627,Magnetic Field Strength,kA/m,1
628,Magnetic Field Strength,mA/mm,1
629,Magnetic Field Strength,mA/µm,1
630,Magnetic Field Strength,Oe,1
631,Magnetic Flux,lbf-in/A,2
632,Magnetic Flux,mWb,1
633,Magnetic Flux,Mx,1
634,Magnetic Flux,nWb,1
635,Magnetic Flux,µWb,1
636,Magnetic Flux,Wb,1
637,Magnetic Flux Density,G,1
638,Magnetic Flux Density,kT,1
639,Magnetic Flux Density,lbf/(A-in),2
640,Magnetic Flux Density,mG,1
641,Magnetic Flux Density,mN/(A-mm),1
642,Magnetic Flux Density,mT,1
643,Magnetic Flux Density,N/(A-dm),1
644,Magnetic Flux Density,N/(A-m),1
645,Magnetic Flux Density,T,1
646,Magnetic Flux Density,µT,1
647,Magnetic Flux Density,Wb/m²,1
648,Magnetic Vector Potential,lbf/A,2
649,Magnetic Vector Potential,N/A,1
650,Magnetic Vector Potential,nWb/µm,1
651,Magnetic Vector Potential,µWb/mm,1
652,Magnetic Vector Potential,Wb/dm,1
653,Magnetic Vector Potential,Wb/m,1
654,Mass,cg,1
655,Mass,dag,1
656,Mass,dg,1
657,Mass,g,1
658,Mass,Gg,1
659,Mass,gr,2
660,Mass,hg,1
661,Mass,kg,1
662,Mass,kgf-s²/cm,1
663,Mass,kgf-s²/dm,1
664,Mass,kgf-s²/m,1
665,Mass,kgf-s²/mm,1
666,Mass,Mg,1
667,Mass,mg,1
668,Mass,oz,2
669,Mass,lb,2
670,Mass,lbf-s²/in,2
671,Mass,qr (qtr-UK),2
672,Mass,qr (qtr-US),2
673,Mass,Slug(lbf-s²/ft),2
674,Mass,st (UK),2
675,Mass,st (US),2
676,Mass,t,1
677,Mass,t (UK),2
678,Mass,t (US),2
679,Mass,µg,1
680,Mass Density,Gg/hm³,1
681,Mass Density,g/cm³,1
682,Mass Density,g/l,1
683,Mass Density,g/m³,1
684,Mass Density,g/mm³,1
685,Mass Density,kg/dm³,1
686,Mass Density,kg/l,1
687,Mass Density,kg/m³,1
688,Mass Density,kg/mm³,1
689,Mass Density,lbm/ft³,2
690,Mass Density,mg/cm³,1
691,Mass Density,Mg/mm³,1
692,Mass Density,mg/µm³,1
693,Mass Density,lb/in³,2
694,Mass Density,lbf-s²/in?,2
695,Mass Density,Slugs/ft³,2
696,Mass Density,t/m³,1
697,Mass Density,t/mm³,1
698,Mass Density,µg/mm³,1
699,MassFlowRate,g/h,1
700,MassFlowRate,g/min,1
701,MassFlowRate,g/s,1
702,MassFlowRate,kg/h,1
703,MassFlowRate,kg/min,1
704,MassFlowRate,kg/s,1
705,MassFlowRate,lbf-s/ft,2
706,MassFlowRate,lbf-s/in,2
707,MassFlowRate,lbm/h,2
708,MassFlowRate,lbm/min,2
709,MassFlowRate,lbm/s,2
710,MassFlowRate,mg/ms,1
711,MassFlowRate,Mg/s,1
712,MassFlowRate,mN-s/mm,1
713,MassFlowRate,N-s/dm,1
714,MassFlowRate,N-s/m,1
715,MassFlowRate,N-s/mm,1
716,Mass Flux,kg/(mm²-s),1
717,Mass Flux,kg/(m²-s),1
718,Mass Flux,kg/(s-dm²),1
719,Mass Flux,kg/(s-mm²),1
720,Mass Flux,kg/(s-m²),1
721,Mass Flux,lbf-s/ft³,2
722,Mass Flux,lbf-s/in³,2
723,Mass Flux,lbm/(ft²-s),2
724,Mass Flux,lbm/(in²-s),2
725,Mass Flux,lbm/(s-ft²),2
726,Mass Flux,lbm/(s-in²),2
727,Mass Flux,mg/(ms-µm²),1
728,Mass Flux,mN-s/m³,1
729,Mass Flux,mN-s/mm³,1
730,Mass Flux,N-s/dm³,1
731,Mass Flux,N-s/m³,1
732,Mass Flux,N-s/mm³,1
733,Mass Flux,µN-ms/µm³,1
734,Mass Length,Gg-hm,1
735,Mass Length,g-cm,1
736,Mass Length,g-mm,1
737,Mass Length,kg-dm,1
738,Mass Length,kg-m,1
739,Mass Length,kg-mm,1
740,Mass Length,lbf-s²,2
741,Mass Length,lbm-ft,2
742,Mass Length,lbm-in,2
743,Mass Length,mg-cm,1
744,Mass Length,mg-µm,1
745,Mass Length,µg-mm,1
746,Mass Length Per Angle,g-mm/°,1
747,Mass Length Per Angle,g-mm/rad,1
748,Mass Length Per Angle,kg-mm/°,1
749,Mass Length Per Angle,kg-mm/rad,1
750,Mass Length Per Angle,kg-m/°,1
751,Mass Length Per Angle,kg-m/rad,1
752,Mass Length Per Angle,lbf/(s²-°),2
753,Mass Length Per Angle,lbf/(s²-rad),2
754,Mass Length Per Angle,lbm-ft/°,2
755,Mass Length Per Angle,lbm-ft/rad,2
756,Mass Length Per Angle,lbm-in/°,2
757,Mass Length Per Angle,lbm-in/rad,2
758,Mass Length Per Angle,mg-µm/°,1
759,Mass Length Per Angle,mg-µm/rad,1
760,Mass Length Per Angle,µg-mm/°,1
761,Mass Length Per Angle,µg-mm/rad,1
762,Mass Moment of Inertia,Gg-hm²,1
763,Mass Moment of Inertia,g-cm²,1
764,Mass Moment of Inertia,g-mm²,1
